"name","detail_link","registration_id","address","business_status"
"GumGum, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=385338","0385338","1314 7th Street, 5th Floor, Santa Monica, CA, 90401, USA","Expired"
"Viant US LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=385581","0385581","2722 Michelson Drive #100, Irvine, CA, 92612, USA","Expired"
"Electronic Commerce A to Z","/online/DatabrokerInquire/DataBrokerInformation?businessID=385582","0385582","370 Lehigh Ave, Unit 104, Perth Amboy, NJ, 08861, USA","Expired"
"listsOnline","/online/DatabrokerInquire/DataBrokerInformation?businessID=385602","0385602","1942 Broadway, Suite 314, Boulder, CO, 80302, USA","Expired"
"SalesIntel Research Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=386034","0386034","4040 Fairfax Dr Ste 700a, Arlington, VA, 22203, USA","Expired"
"National Consumer Telecom & Utilities Exchange, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=386834","0386834","751 Plaza Blvd, Coppell, TX, 75019, USA","Expired"
"Accurate Append Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=387565","0387565","1100 Bellevue Way NE #886, Bellevue, WA, 98004, USA","Expired"
"Consolidated Information Services Solutions LLC d/b/a UniversalCIS","/online/DatabrokerInquire/DataBrokerInformation?businessID=388281","0388281","370 Reed Road, Suite 100, Broomall, PA, 19008, USA","Expired"
"Recsolu Inc., DBA Yello","/online/DatabrokerInquire/DataBrokerInformation?businessID=388959","0388959","55 E. Monroe St., Suite 3600, Chicago, IL, 60603, USA","Active"
"Leidos Digital Solutions, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=389320","0389320","7990 Quantum Drive, Vienna, VA, 22182, USA","Expired"
"Throtle, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=390026","0390026","141 West Front Street, Suite 312, Red Bank, NJ, 08050, USA","Expired"
"UpLead LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=390456","0390456","340 S Lemon Ave Ste 1022, Walnut, CA, 91789, USA","Expired"
"Speedeon Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=390717","0390717","5875 Landerbrook Dr. Ste 130, Cleveland, OH, 44124, USA","Expired"
"Revelio Labs, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=390822","0390822","251 W 71st St, Apt 2D, New York, NY, 10023, USA","Expired"
"Swordfish AI Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=390923","0390923","8 THE GREEN, STE 4000, DOVER, DE, 19901, USA","Expired"
"Heartbeat.AI Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=390924","0390924","8 THE GREEN, STE 4000, DOVER, DE, 19901, USA","Expired"
"The People Searchers LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393026","0393026","4871 N Congress Ave, #2135, Boynton Beach, FL, 33426, USA","Active"
"Private Records LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393355","0393355","1317 Edgewater Dr #1255, Orlando, FL, 32804, USA","Active"
"Truth Now LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393357","0393357","3746 Foothill Blvd #7060, Glendale, CA, 91214, USA","Active"
"Infomatics LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393362","0393362","21781 Ventura Blvd. #105A, Woodland Hills, CA, 91364, USA","Active"
"SourceScrub LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393455","0393455","115 Sansome St #1200, San Francisco, CA, 94104, USA","Expired"
"Catalist LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=393501","0393501","1310 L ST NW STE 500, WASHINGTON, DC, 20005, USA","Expired"
"Neustar, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=393677","0393677","1906 Reston Metro Plaza, Suite 500, Reston, VA, 20190, USA","Expired"
"Gunderson Direct","/online/DatabrokerInquire/DataBrokerInformation?businessID=393824","0393824","1275 A Street, Hayward, CA, 94541, USA","Expired"
"ZoomInfo Technologies LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=394535","0394535","170 Data Drive, Suite 900, Waltham, MA, 02451, USA","Expired"
"Datanyze","/online/DatabrokerInquire/DataBrokerInformation?businessID=394536","0394536","2530 Meridian Parkway Suite 300, Attn Privacy, Durham, NC, 27713, USA","Expired"
"Clickagy","/online/DatabrokerInquire/DataBrokerInformation?businessID=394544","0394544","805 Broadway, Suite 900, Attn Privacy, Vancouver, WA, 98660, USA","Expired"
"L2, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=394714","0394714","c/o L2, Inc., 18912 N Creek Pkwy Bldg A, Bothell, WA, 98011, USA","Expired"
"PacificEast Research","/online/DatabrokerInquire/DataBrokerInformation?businessID=394942","0394942","8625 SW Cascade Ave, Suite 250, Beaverton, OR, 97008, USA","Expired"
"TargetSmart Communication, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=395170","0395170","1155 15th St. NW, Suite 750, Washington, DC, 20005, USA","Active"
"TowerData, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=395363","0395363","33 Irving Place FL 3, New York, NY, 10003, USA","Expired"
"We Inform LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=395587","0395587","5379 Lyons Rd #887, Coconut Creek, FL, 33073, USA","Active"
"Cuebiq, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=395658","0395658","45 W 27th Street, New York, NY, 10001, USA","Expired"
"CARCO Group, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=395822","0395822","5000 Corporate Court, Holtsville, NY, 11742, USA","Expired"
"PricewaterhouseCoopers LLP","/online/DatabrokerInquire/DataBrokerInformation?businessID=395953","0395953","300 Madison Avenue, New York, NY, 10017, USA","Active"
"CTAM LeadShare Corp.","/online/DatabrokerInquire/DataBrokerInformation?businessID=396046","0396046","120 Waterfront Street, Suite 200, Oxon Hill, MD, 20745, USA","Expired"
"Samba TV, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=396108","0396108","118 King St., San Francisco, CA, 94107, USA","Expired"
"NetWise Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=396280","0396280","5335 Gate Pkwy, Jacksonville, FL, 32256, USA","Active"
"Digital Media Solutions, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=396523","0396523","4800 140th Ave N, Ste 101, Clearwater, FL, 33762, USA","Expired"
"Sterling Data Company LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=397201","0397201","3407 Tulane Dr, Apt #12, Adelphi, MD, 20783, USA","Expired"
"Infutor Data Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=397376","0397376","18W140 Butterfield Rd, Suite 400, Oakbrook Terrace, IL, 60181, USA","Expired"
"Connext Digital, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=397532","0397532","37 Apollo Road, Bethel, CT, 06801, USA","Expired"
"Demyst Data, Ltd","/online/DatabrokerInquire/DataBrokerInformation?businessID=397630","0397630","PO Box 2035, New York, NY, 10010, USA","Active"
"Monevo Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=397954","0397954","8910 University Center Lane, Suite 400, San Diego, CA, 92122, USA","Expired"
"Onemata Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=398142","0398142","2420 W 26th Ave, Suite 500D, Denver, CO, 80211, USA","Expired"
"HD Information, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=398247","0398247","9901 Linn Station Road, Suite 500, Louisville, KY, 40223, USA","Active"
"LeadIQ, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=398832","0398832","548 Market Street, PMB 20317, San Francisco, CA, 94104, USA","Active"
"Equimine","/online/DatabrokerInquire/DataBrokerInformation?businessID=399167","0399167","26457 Rancho Parkway South, Lake Forest, CA, 92630, USA","Expired"
"Lucid Holdings, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=399410","0399410","365 Canal St., Suite 3100, New Orleans, LA, 70130, USA","Expired"
"Cybba Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=399663","0399663","580 Harrison Ave, Suite 401, Boston, MA, 02118, USA","Expired"
"Freshaddress, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=399677","0399677","36 Crafts Street, Newton, MA, 02458, USA","Expired"
"STRATMISH, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401342","0401342","3831 Garfield Ave, Carmichael, CA, 95608, USA","Expired"
"GrayHair Software, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401384","0401384","1 SE Ocean Blvd, Stuart, FL, 34994, USA","Active"
"Confi-Chek, Inc., and its subsidiaries and affiliates","/online/DatabrokerInquire/DataBrokerInformation?businessID=401460","0401460","548 Market St, Suite 29296, San Francisco, CA, 94104, USA","Cancelled"
"Infutor Data Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=401466","0401466","18W140 Butterfield Rd, Suite 400, Oakbrook Terrace, IL, 60181, USA","Expired"
"Edvisors Network, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401506","0401506","350 S. Rampart Blvd., Suite 200, Las Vegas, NV, 89145, USA","Expired"
"TechTarget, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401507","0401507","275 Grove St, Newton, MA, 02466, USA","Expired"
"Ekata, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401562","0401562","1301 5th Avenue, Suite 1600, Seattle, WA, 98101, USA","Active"
"Simio Cloud, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401563","0401563","10155 Westmoor Drive, Building 3, Suite 135, Westminster, CO, 80021, USA","Expired"
"BeenVerified, LLC, The Lifetime Value Co. LLC and subsidiaries and affiliates","/online/DatabrokerInquire/DataBrokerInformation?businessID=401726","0401726","48 West 38th Street, 8th Floor, New York, NY, 10018, USA","Active"
"ZoomInfo Technologies LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401750","0401750","805 Broadway Street, Suite 900, Vancouver, WA, 98660, USA","Expired"
"Clickagy","/online/DatabrokerInquire/DataBrokerInformation?businessID=401754","0401754","805 Broadway, Suite 900, Attn Privacy, Vancouver, WA, 98660, USA","Expired"
"Datanyze","/online/DatabrokerInquire/DataBrokerInformation?businessID=401755","0401755","2530 Meridian Parkway Suite 300, Attn Privacy, Durham, NC, 27713, USA","Expired"
"Spokeo, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401757","0401757","199 S. Los Robles Ave Ste 711, Pasadena, CA, 91101, USA","Expired"
"Social Catfish, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401758","0401758","38770 Sky Canyon Dr, STE A, Murrieta, CA, 92563, USA","Expired"
"Inmar-OIQ, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401818","0401818","635 Vine Street, Winston-Salem, NC, 27101, USA","Expired"
"EAB Global, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401819","0401819","2445 M St NW, Washington, DC, 20037, USA","Active"
"Cappex.com, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401820","0401820","2445 M Street NW, Washington, DC, 20037, USA","Active"
"J.D. Power","/online/DatabrokerInquire/DataBrokerInformation?businessID=401850","0401850","320 E Big Beaver Road, Suite 500, Troy, MI, 48083, USA","Expired"
"YouVisit, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=401872","0401872","2445 M Street NW, Washington, DC, 20037, USA","Active"
"NFocus Consulting, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=401890","0401890","1594 Hubbard Dr, Lancaster, OH, 43130, USA","Expired"
"Monevo Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=401934","0401934","8910 University Center Lane, Suite 400, San Diego, CA, 92122, USA","Expired"
"Catalyze AI, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=402081","0402081","1925 Century Park E Suite 1700, Los Angeles, CA, 90067, USA","Expired"
"Chex Systems, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402116","0402116","7805 Hudson Road, Suite 100, Woodbury, MN, 55125, USA","Expired"
"Cortera, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402146","0402146","901 Yamato Road Suite 210E, Boca Raton, FL, 33431, USA","Active"
"R. L. Polk & Co.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402226","0402226","26533 Evergreen, Ste. 1100, Southfield, MI, 48076, USA","Expired"
"Belardi Ostroy, ALC, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402284","0402284","39 Broadway, 32nd Floor, New York, NY, 10006, USA","Expired"
"Adstra LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402334","0402334","750 College Road East, Suite 201, Princeton, NJ, 80540, USA","Expired"
"Definitive Healthcare","/online/DatabrokerInquire/DataBrokerInformation?businessID=402390","0402390","550 Cochituate Rd, Framingham, MA, 01701, USA","Expired"
"GrayHair Software, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402522","0402522","?1 SE Ocean Blvd, ?Stuart, FL, 34994, USA","Expired"
"Specialists Marketing Services, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402535","0402535","777 Terrace Ave, Suite 401, Hasbrouck Heights, NJ, 07604, USA","Expired"
"LET IT RIDE SPORTS LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402554","0402554","1300 S BLVD, CHARLOTTE, NC, 28203, USA","Expired"
"Interactive Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402679","0402679","2650 N Military Trail, Suite 300, Boca Raton, FL, 33431, USA","Expired"
"FOREWARN, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402693","0402693","2650 N Military Trail, Suite 300, Boca Raton, FL, 33431, USA","Expired"
"DealerDirect LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402700","0402700","4 Parklane Blvd., Suite 140, Dearborn, MI, 48126, USA","Active"
"First Orion","/online/DatabrokerInquire/DataBrokerInformation?businessID=402705","0402705","520 Main Street, Suite 400, North Little Rock, AR, 72114, USA","Expired"
"Accenture LLP","/online/DatabrokerInquire/DataBrokerInformation?businessID=402710","0402710","161 N. Clark Street, Chicago, IL, 60601, USA","Expired"
"Valassis Direct Mail, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402715","0402715","15955 LaCantera Pkwy, San Antonio, TX, 78256, USA","Active"
"NOVA List Company, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402759","0402759","20130 Lakeview Center Plaza, Suite 300, Ashburn, VA, 20147, USA","Active"
"Wiland INC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402765","0402765","7420 Dry Creek PKWY, Niwot, CO, 80503, USA","Expired"
"Corporate Cost Control, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402767","0402767","475 Anton Blvd, Compliance, Costa Mesa, CA, 92626, USA","Cancelled"
"INTALYTICS, INC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402768","0402768","5 Research Drive, Suite A, Ann Arbor, MI, 48103, USA","Expired"
"Employment Tax Servicing, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402769","0402769","475 Anton Blvd, Compliance, Costa Mesa, CA, 92626, USA","Active"
"IQVIA Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402846","0402846","100 IMS Drive, Parsippany, NJ, 07054, USA","Expired"
"APIhub, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402876","0402876","548 Market St, #95879, San Francisco, CA, 94103, USA","Expired"
"Neustar, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402910","0402910","1906 Reston Metro Plaza, Suite 500, Reston, VA, 20190, USA","Expired"
"Tapad, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402925","0402925","261 Madison Avenue, New York, NY, 10016, USA","Active"
"Equation Consulting LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402929","0402929","200 North Point Center E, Ste. 400, Alpharetta, VT, 30022, USA","Expired"
"Tax Credit Co., LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402943","0402943","475 Anton Blvd, Compliance, Costa Mesa, CA, 92626, USA","Cancelled"
"iWave Information Systems Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=402944","0402944","2nd Level, Confederation Court Mall, 134 Kent Street, Charlottetown, PE, C1A 8, CAN","Active"
"Intelius, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=402945","0402945","15501 W. Broadway Street, Suite 800, San Diego, CA, 92101, USA","Active"
"Onemata Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=403033","0403033","2420 W 26th Ave, Suite 500D, Denver, CO, 80211, USA","Expired"
"Roq.ad Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=403035","0403035","Taubenstrasse 26, Berlin, Berlin, 10117, DEU","Expired"
"InsideView","/online/DatabrokerInquire/DataBrokerInformation?businessID=403046","0403046","680 Folsom, Suite 400, San Francisco, CA, 94107, USA","Expired"
"Apollo Interactive, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=403047","0403047","531 Main Street, Suite 902, El Segundo, CA, 90245, USA","Active"
"Partners Credit and Verification Solutions","/online/DatabrokerInquire/DataBrokerInformation?businessID=403048","0403048","65 E. Wacker Place, Suite 1405, Chicago, IL, 60601, USA","Expired"
"Blackbaud, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=403051","0403051","65 Fairchild St, Charleston, SC, 29492, USA","Expired"
"ISO Services Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=403053","0403053","545 Washington Blvd, Jersey City, NJ, 07310, USA","Expired"
"ISO Claims Services, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=403054","0403054","1574 Crescent Pointe, College Station, TX, 77845, USA","Expired"
"Lundquist Consulting, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=403055","0403055","111 Anza Blvd. #310, Burlingame, CA, 94553, USA","Expired"
"Quality Planning Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=403056","0403056","388 Market Street, # 750, San Francisco, CA, 94111, USA","Expired"
"Insurance Services Office, Inc. (“ISO”)","/online/DatabrokerInquire/DataBrokerInformation?businessID=403057","0403057","545 Washington Blvd, Jersey City, NJ, 07310, USA","Expired"
"Aidentified LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=403181","0403181","33 Bradford Street, Concord, MA, 01742, USA","Expired"
"New England List Services","/online/DatabrokerInquire/DataBrokerInformation?businessID=403188","0403188","171 Mountain View Dr, Danville, VT, 05828, USA","Cancelled"
"New Strata Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=403199","0403199","1820 Bonanza Street, Walnut Creek, CA, 94596, USA","Expired"
"Refinitiv US LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=403294","0403294","28 Liberty Street, New  York, NY, 10005, USA","Expired"
"Dynata, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=403372","0403372","4 Research Drive, Suite 300, Fairfield, CT, 06484, USA","Expired"
"Choreograph LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=403418","0403418","175 Greenwich Street, New York, NY, 10007, USA","Expired"
"Oracle America Inc, (Oracle Advertising)","/online/DatabrokerInquire/DataBrokerInformation?businessID=403554","0403554","2300 Oracle Way, Austin, TX, 78741, USA","Active"
"Nexxa Group, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=404409","0404409","15841 Portofino Springs Blvd, 107, Fort Myers, FL, 33908, USA","Expired"
"Skyhook Holding, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=404504","0404504","1400 Liberty Ridge Drive, Wayne, PA, 19087, USA","Expired"
"Tunnl, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=404543","0404543","3100 Clarendon Boulevard, Suite 900, Arlington, VA, 22201, USA","Active"
"Martin Data, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=404979","0404979","735 Taylor Rd, STE 220, Columbus, OH, 43230, USA","Expired"
"Fraiser LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=405141","0405141","80 M Street SE, Suite 100, Washington, DC, 20003, USA","Expired"
"SMA Communications","/online/DatabrokerInquire/DataBrokerInformation?businessID=405350","0405350","6853 SW 18th Street, Suite M 200, BOCA RATON, FL, 33433, USA","Expired"
"First Direct, Inc. and its subsidiaries/affiliates","/online/DatabrokerInquire/DataBrokerInformation?businessID=405722","0405722","1508 J F Kennedy Dr, Suite 102, Bellevue, NE, 68005, USA","Active"
"eSite Analytics, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=405750","0405750","528 Johnnie Dodds Blvd, Ste 201, Mt Pleasant, SC, 29464 - 2946, USA","Expired"
"Data Facts, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=405758","0405758","8000 Centerview Pkwy,, Suite 400, Cordova, TN, 38018, USA","Active"
"eMerges.com","/online/DatabrokerInquire/DataBrokerInformation?businessID=405837","0405837","212 Prince George St., Ste B, Annapolis, MD, 21401, USA","Active"
"ASL Marketing","/online/DatabrokerInquire/DataBrokerInformation?businessID=405838","0405838","500 Bi County Boulevard, Suite 460, Farmingdale, NY, 11735, USA","Active"
"V12","/online/DatabrokerInquire/DataBrokerInformation?businessID=405850","0405850","2319 Oak Myrtle Ln, Wesley Chapel, FL, 33544, USA","Expired"
"COMPACT INFORMATION SYSTEMS","/online/DatabrokerInquire/DataBrokerInformation?businessID=405851","0405851","7120 185TH AVE NE, REDMOND, WA, 98052, USA","Active"
"AVRICK DIRECT, INC.","/online/DatabrokerInquire/DataBrokerInformation?businessID=405852","0405852","7120 185TH AVE NE, REDMOND, WA, 98052, USA","Expired"
"Reveal Mobile","/online/DatabrokerInquire/DataBrokerInformation?businessID=405870","0405870","3344 Hillsborough St., Ste #200, Raleigh, NC, 27607, USA","Active"
"Melissa Data Corporation","/online/DatabrokerInquire/DataBrokerInformation?businessID=405922","0405922","22382 Avenida Empresa, Rancho Santa Margarita, CA, 92688, USA","Expired"
"PublicNSA LLC dba BIGDBM","/online/DatabrokerInquire/DataBrokerInformation?businessID=405923","0405923","9499 Collins Ave, Unit 509, Surfside, FL, 33154, USA","Expired"
"The Lead Company, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=405935","0405935","6757 Cascade Road SE, #205, Grand Rapids, MI, 49546, USA","Expired"
"M1 Data & Analytics, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=405945","0405945","1000 NW 65th St, Suite 200, Fort Lauderdale, FL, 33309, USA","Expired"
"Early Warning Services, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=405999","0405999","5801 N Pima Rd, Scottsdale, AZ, 85250, USA","Active"
"ACCUDATA INTEGRATED MARKETING, INC.","/online/DatabrokerInquire/DataBrokerInformation?businessID=406069","0406069","12901 McGregor Blvd., Suite 1A, Fort Myers, FL, 33919, USA","Active"
"Logiq, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=406102","0406102","225 Thomas Ave N, Minneapolis, MN, 55405, USA","Expired"
"CIC Mortgage Credit, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=406149","0406149","3000 Business Park Circle, Ste 300, Goodlettsville, TN, 37072, USA","Active"
"700 Credit, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=406196","0406196","31440 Northwestern Highway, Suite 250, Farmington Hills, MI, 48334, USA","Active"
"Contemporary Information Corp","/online/DatabrokerInquire/DataBrokerInformation?businessID=406272","0406272","42913 Capital Drive, Unit 101, Lancaster, CA, 93535, USA","Expired"
"Riv Data Corp. dba Carpe Data","/online/DatabrokerInquire/DataBrokerInformation?businessID=406302","0406302","735 State Street, Suite 600, Santa Barbara, CA, 93101, USA","Expired"
"TowerData, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=406304","0406304","33 Irving Pl FL 3, New York, NY, 10003, USA","Active"
"KOCHAVA INC.","/online/DatabrokerInquire/DataBrokerInformation?businessID=406469","0406469","201 CHURCH ST, SANDPOINT, ID, 83864, USA","Expired"
"Whitepages, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=406474","0406474","2033 6th Ave Suite 1100, Seattle, WA, 98121, USA","Active"
"Project Applecart LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=406754","0406754","234 W 39th Street, New York, NY, 10018, USA","Expired"
"Datasys Group, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=406788","0406788","750 Park of Commerce Drive, #150, Boca Raton, FL, 33487, USA","Expired"
"Blue Hill Marketing Solutions, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=406846","0406846","LiftEngine-1 Blue Hill Plaza, Box 1509, Pearl River, NY, 10965, USA","Active"
"Giant Partners","/online/DatabrokerInquire/DataBrokerInformation?businessID=406940","0406940","1461 Lawrence Dr., Thousand Oaks, CA, 91320, USA","Expired"
"Data Partners Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=406952","0406952","12857 Banyan Creek Drive, Fort Myers, FL, 33908, USA","Expired"
"Lender Feed LC","/online/DatabrokerInquire/DataBrokerInformation?businessID=407038","0407038","310 E 4500 S, STE 270, Murray, UT, 84107, USA","Active"
"People Data Labs","/online/DatabrokerInquire/DataBrokerInformation?businessID=407218","0407218","455 Market Street, ste 1670, San Francisco, CA, 94105, USA","Expired"
"Mobilewalla, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=407258","0407258","5170 Peachtree Road, BLD 100, STE 100, Chamblee, GA, 30341, USA","Expired"
"Institutional Shareholder Services Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=407535","0407535","702 King Farm Boulevard, Suite 400, Rockville, MD, 20850, USA","Expired"
"Dresden Direct inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=407536","0407536","109 St. Edward Place, Palm Beach Gardens, FL, 33418, USA","Expired"
"Early Warning Services, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=408039","0408039","5801 N Pima Rd, Scottsdale, AZ, 85250, USA","Expired"
"Early Warning Services, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=408040","0408040","5801 N Pima Rd, Scottsdale, AZ, 85250, USA","Expired"
"Focus USA","/online/DatabrokerInquire/DataBrokerInformation?businessID=408438","0408438","95N Ste Rt 17 Suite 109, Paramus, NJ, 07652, USA","Expired"
"Statara Solutuions LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=408684","0408684","501 Silverside Road, #316, Wilmington, DE, 19809, USA","Active"
"List Service Direct Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=409160","0409160","1983 Marcus Avenue - Suite 220, 220, New Hyde Park, NY, 11042, USA","Expired"
"Healthcare, Inc","/online/DatabrokerInquire/DataBrokerInformation?businessID=409295","0409295","3401 N Miami Ave, Suite 205, Miami, FL, 33127, USA","Expired"
"RampedUp, LLC.","/online/DatabrokerInquire/DataBrokerInformation?businessID=409326","0409326","3423 Piedmont Road NE, Atlanta, GA, 30305, USA","Expired"
"Data Driven Safety, LLC","/online/DatabrokerInquire/DataBrokerInformation?businessID=409361","0409361","9525 Birkdale Crossing Drive, Suite 300, Huntersville, NC, 28078, USA","Expired"
"LiveIntent","/online/DatabrokerInquire/DataBrokerInformation?businessID=409616","0409616","1 World Trade Center Suite 45A, New York, NY, 10007, USA","Expired"
"Leidos Digital Solutions, Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=409756","0409756","7990 Quantum Drive, Vienna, VA, 22182, USA","Expired"
"Civitech","/online/DatabrokerInquire/DataBrokerInformation?businessID=409841","0409841","21750 Hardy Oak Blvd Ste 104 PMB 69457, San Antonio, TX, 78258, USA","Expired"
"AnalyticsIQ Inc.","/online/DatabrokerInquire/DataBrokerInformation?businessID=410944","0410944","6 Concourse Pkwy, SUITE 1750, ATLANTA, GA, 30328, USA","Expired"
